nan	nan
1.25511550736	1.27039920076
1.99571898375	1.99971644431
nan	nan
nan	nan
nan	nan
1.99755803049	2.0
1.90263746345	1.90620912757
1.91898492805	1.92334167812
1.33705098771	1.35281449471
1.90198524655	1.90681311746
1.87014866938	1.87498491402
1.90231785172	1.90681311746
1.93713333363	1.96508283974
1.80769135197	1.84065295182
1.99693994427	1.99874692522
1.73696158646	1.8414459617
1.99157237154	1.99512532626
1.85054305252	1.85429111979
1.33752954716	1.35281449471
nan	nan
nan	nan
1.33519361468	1.35037841376
nan	nan
1.32390703706	1.36890880187
1.97800757465	1.9837609663
1.33752954716	1.35281449471
1.33752954716	1.35281449471
nan	nan
1.33752954716	1.35281449471
nan	nan
1.87641467224	1.8788821795
1.33752954716	1.35281449471
1.33752954716	1.35281449471
1.93921448553	1.99542828049
nan	nan
1.90433967845	1.90748599133
1.33752954716	1.35281449471
1.26165180766	1.26982211606
nan	nan
1.33327608642	1.3476151308
1.78805301147	1.80790965472
1.33752954716	1.35281449471
1.99938670022	2.0
1.93136831156	1.94680512846
nan	nan
1.33752954716	1.35281449471
1.88630299031	1.90370297996
1.33727641836	1.35281449471
1.22381401206	1.2354820405
1.90967013702	1.93721186678
1.76838714958	1.8192806604
nan	nan
nan	nan
nan	nan
nan	nan
1.84876611367	1.99469384249
nan	nan
nan	nan
1.96753537071	1.99796076605
1.33728584844	1.35239091667
1.78270669553	1.81126998338
nan	nan
nan	nan
1.2520344182	1.26917571548
1.33678663536	1.3515232236
1.24892931091	1.26426930246
nan	nan
nan	nan
1.87102499943	1.87646062858
1.93713333363	1.96508283974
nan	nan
1.13100570793	1.20891886302
nan	nan
nan	nan
1.91898492805	1.92334167812
1.14977391752	1.27575946417
nan	nan
1.45516318	1.45582674231
1.85979997827	1.87434305585
1.99579532153	1.99595829638
nan	nan
1.89897864738	1.90433967845
1.99491560268	1.99644323978
1.33752954716	1.35281449471
1.91898492805	1.92334167812
1.33752954716	1.35281449471
nan	nan
1.99199952132	1.99915722391
1.33658149043	1.35281449471
1.86962513963	1.87181129739
1.96850342467	1.97599895537
nan	nan
1.33752954716	1.35281449471
1.85776230888	1.87225338359
nan	nan
1.33752954716	1.35281449471
1.33752954716	1.35281449471
nan	nan
1.8634728641	1.87357572733
nan	nan
1.93136831156	1.94196923104
nan	nan
1.33752954716	1.35281449471
nan	nan
nan	nan
1.82078607467	1.9540025162
nan	nan
nan	nan
1.99911256772	1.99976488155
nan	nan
1.38068510656	1.91266871425
nan	nan
1.33752954716	1.35281449471
nan	nan
1.98895626906	1.99085656098
1.33442443988	1.34790808169
1.90231785172	1.90681311746
