0	San Francisco
	283385650	Chicago
	183001320	San Francisco, CA
	749726100	San Francisco, CA
	174745450	San Francisco
	301717880	Atlanta
	372599710	Boston, MA
	201979460	Los Angeles
	248294080	San Francisco
	145158220	New York, NY
	915255270	Los Angeles, CA
	274670150	Washington, DC
	343857550	San Francisco
	184348660	San Francisco, CA
	141777240	San Francisco
	375021100	Boston, MA
	385588360	New York, NY
	493225550	San Francisco, CA
	106887720	Chicago, IL
	174279780	Los Angeles, CA
	789323590	Los Angeles
	654687200	San Francisco, CA
	27178910	San Francisco, CA
	104479820	San Diego, CA
	206200540	San Francisco, CA
	153146180	New York
	792545080	Los Angeles
	674441860	New York
	737613050	San Francisco, CA
	382125020	San Francisco, CA
	120870320	San Francisco, CA
	158031450	San Francisco, CA
	198264850	Los Angeles, CA
	148414270	San Francisco, CA
	15868710	San Francisco
	156947880	San Francisco, CA
	147071940	San Francisco, CA
	292279630	Atlanta, GA
	555613650	San Francisco
	269722550	New York, NY
	387053880	Los Angeles
	719105720	Washington, DC
	78887620	Los Angeles
	304040800	San Francisco
	196698370	New York, NY
	222646060	Los Angeles
	142428580	San Francisco
	204866170	Los Angeles, CA
	178754920	San Francisco
	215920290	San Francisco, CA
	437230	New York, NY
	172366740	San Francisco, CA
	152201640	San Francisco
	183011620	San Francisco
	150522590	San Francisco, CA
	784721830	New York, NY
	284591850	San Francisco, CA
	178557040	Los Angeles
	224731240	San Francisco
	196271270	San Francisco
	156797770	Los Angeles, CA
	146459280	Chicago
	195174950	San Diego, CA
	589394400	Chicago, IL
	726855500	Chicago
	159538440	Los Angeles
	190146800	Seattle, WA
	165659240	San Francisco
	614137560	San Francisco
	15823910	Washington, DC
	783960540	San Francisco
	723495630	Los Angeles, CA
	151533690	New York, NY
	217788580	San Francisco
	27307910	Los Angeles
	168960820	Los Angeles, CA
	682403620	New York
	135654720	San Francisco
	173233590	Atlanta
	689688290	San Francisco
	200215690	New York, NY
	198042350	San Francisco, CA
	201064100	New York
	384878140	Los Angeles, CA
	226018310	San Francisco, CA
	409593600	New York
	429847500	Los Angeles
	159932580	New York
	398245650	San Francisco, CA
	144752730	San Francisco
	141877950	New York, NY
	171613470	San Francisco, CA
	201838450	Los Angeles, CA
	156160440	San Francisco, CA
	163181140	Washington, DC
	258424480	Boston, MA
	160855320	New York
	812717980	San Francisco, CA
	201748180	New York
	147927500	San Francisco
	16668710	Los Angeles, CA
	789946060	San Diego
	388014390	San Francisco, CA
	160004900	San Francisco
	152375250	Los Angeles
	202034630	Chicago
	465324920	Boston, MA
	229563800	Los Angeles
	364929850	San Francisco, CA
	249767540	San Francisco, CA
	714536760	Boston, MA
	882783980	San Francisco, CA
	335300040	San Francisco, CA
	180818990	San Francisco
	128533220	San Francisco
	7911240	San Francisco
	176337520	San Francisco
	330626810	New York, NY
	195630	San Francisco, CA
	151516660	New York
	765514440	Los Angeles, CA
	198228970	Chicago
	446554070	San Francisco
	159361940	San Francisco, CA
	131354620	Los Angeles
	497433790	San Francisco
	491704090	San Francisco
	142907690	Washington, DC
	315079720	Boston, MA
	145635120	San Diego
	174101340	San Francisco
	449634170	San Francisco, CA
	553218980	Los Angeles
	319203840	New York
	549891140	San Francisco
	164378670	Los Angeles
	804850950	San Francisco
	144793470	New York, NY
	423250380	San Francisco
	142201560	Chicago
	707487010	San Francisco
	219665360	Boston, MA
	848980260	Los Angeles
	141453990	Atlanta
	168442290	San Francisco
	161406680	Chicago
	151853600	Washington, DC
	152102840	Los Angeles
	178922800	San Francisco, CA
	202720830	San Francisco
	497855510	Los Angeles, CA
	404244850	Los Angeles
	342107640	San Francisco, CA
	240828470	San Francisco
	163341430	New York, NY
	168927960	San Francisco, CA
	191385890	New York
	142187860	Seattle, WA
	255842130	San Francisco, CA
	11730	San Francisco
	673436650	San Francisco, CA
	238574350	San Francisco
	200788450	New York, NY
	169549650	San Francisco
	541341900	San Francisco
	147146890	San Francisco
	365110310	New York
	188976590	San Francisco
	175710310	San Diego
	250363290	Los Angeles
	163133730	Los Angeles
	477735870	San Diego, CA
	161916430	San Francisco, CA
	640458430	San Francisco, CA
	363957690	Boston, MA
	84106120	Los Angeles, CA
	770182470	Washington, DC
	182640810	Boston, MA
	181948870	Los Angeles
	158420790	San Francisco
	421301380	San Francisco
	203310190	Los Angeles, CA
	322001250	San Diego, CA
	226899380	San Francisco, CA
	219096210	San Francisco
	210364490	San Francisco, CA
	661604240	New York, NY
	325027270	Los Angeles, CA
	770201140	San Francisco
	228669870	Atlanta
	891351770	Los Angeles
	557886470	San Francisco, CA
	147896290	Boston, MA
	144037250	Boston, MA
	555600500	San Francisco, CA
	220861300	Chicago
	142752610	Atlanta, GA
	276966130	Chicago
	170754830	Chicago, IL
	171405560	San Francisco
	158522950	Los Angeles, CA
	739865390	San Francisco
	376077010	Boston, MA
	120793120	Los Angeles
	205490260	Los Angeles
	561449540	San Francisco, CA
	168262400	San Francisco, CA
	216716620	Atlanta, GA
	756019950	San Francisco, CA
	95989220	San Francisco
	157747050	Boston, MA
	260593430	New York
	171439110	San Francisco, CA
	163563220	Los Angeles, CA
	140575440	Los Angeles
	247911860	San Francisco, CA
	234675080	San Francisco, CA
	434706450	San Francisco, CA
	149851260	San Francisco
	140860130	San Francisco
	172976680	San Francisco
	96287320	San Francisco, CA
	727025930	Chicago, IL
	194133020	Los Angeles
	526675330	New York
	678231260	San Francisco
	105845220	Los Angeles
	456407980	San Francisco
	170494190	San Francisco, CA
	142087670	Atlanta, GA
	610098060	Los Angeles, CA
	298331050	San Francisco
	874849580	San Francisco
	63454620	Boston, MA
	236376010	San Francisco
	96773720	New York
	391842790	San Francisco
	166410450	San Francisco, CA
	144285370	San Diego
	212802160	Atlanta, GA
	187728520	Washington, DC
	201726410	Los Angeles
	307269070	San Francisco
	154070160	San Diego, CA
	189192330	San Francisco, CA
	155243240	San Francisco
	352804590	San Francisco
	230992330	Boston, MA
	34748910	Atlanta, GA
	540320440	New York
	461026300	Los Angeles
	157087900	Chicago, IL
	189019020	Los Angeles
	196698160	Los Angeles
	175033810	San Francisco
	10199510	Chicago, IL
	170248720	San Francisco, CA
	299857680	Chicago
	292453240	San Francisco
	348864410	Washington, DC
	136782920	San Francisco
	739825390	San Francisco, CA
	923857150	San Diego, CA
	616982300	San Francisco, CA
	200165690	San Francisco, CA
	183438010	San Francisco
	187724080	San Diego
	157568500	San Francisco, CA
	601804230	Chicago
	266620180	Los Angeles, CA
	431114620	Atlanta
	279359230	Seattle, WA
	13226910	San Francisco, CA
	177623330	San Francisco, CA
	271185940	San Francisco
	58772920	San Francisco, CA
	7716480	Los Angeles
	247860340	San Francisco
	478015020	San Francisco, CA
	802338930	San Francisco, CA
	182052020	San Francisco
	148571350	San Francisco
	286450870	Los Angeles
	152617420	San Francisco
	610284100	Washington, DC
	277539680	Chicago
	80388720	San Francisco, CA
	124470	Los Angeles, CA
	682134180	Los Angeles
	178745700	San Francisco, CA
	161801260	San Diego, CA
	269020180	San Francisco, CA
	186182980	Chicago
	242419380	San Francisco
	122992420	San Francisco
	62727920	San Francisco
	334163420	San Francisco, CA
	193829010	Seattle, WA
	292037920	Los Angeles
	165992670	San Francisco, CA
	180	Boston, MA
	230156400	San Francisco, CA
	243955450	Washington, DC
	73015720	San Francisco, CA
	207153370	San Francisco
	155106440	Los Angeles
	414804600	San Francisco
	17085710	San Francisco
	143544100	San Francisco
	177397870	New York
	530962060	San Francisco
	420888201	San Diego
	636594841	Washington, DC
	220145891	San Diego, CA
	486536341	Los Angeles
	169026541	San Diego
	561843651	San Diego, CA
	217074101	San Diego, CA
	201181181	Chicago, IL
	221042971	San Francisco, CA
	200177141	San Diego
	179982161	San Diego
	162508531	Atlanta, GA
	178564161	Boston, MA
	610868751	San Diego
	315549571	San Diego, CA
	498833441	New York, NY
	70190621	Los Angeles
	865567091	San Diego, CA
	235224341	Los Angeles
	198524861	San Diego
	223028731	San Diego
	218349941	San Diego, CA
	180640261	San Diego
	645466771	Los Angeles, CA
	88910421	San Diego
	371517271	San Diego
	229275371	Los Angeles
	383277371	San Diego, CA
	618600481	San Diego, CA
	71597521	Atlanta, GA
	718831711	San Diego
	288615021	San Diego, CA
	503964761	San Diego
	604884831	San Diego
	315659581	Los Angeles, CA
	271847161	San Diego
	438386231	San Francisco
	155071441	San Diego, CA
	182345491	San Diego, CA
	378123451	San Diego, CA
	61931821	San Diego
	198230561	San Diego, CA
	180094971	Boston, MA
	91684821	San Diego
	740947451	Los Angeles
	142794331	San Diego
	240015131	Boston, MA
	262810901	San Diego, CA
	382269421	San Diego
	157695161	San Diego, CA
	666141991	San Diego
	415490291	San Diego
	144202511	San Diego
	666054601	San Diego, CA
	120854721	San Diego
	707823201	San Diego, CA
	174484861	Los Angeles, CA
	170608791	Los Angeles
	535770751	San Diego, CA
	59703721	San Francisco, CA
	699130381	San Diego
	410438721	San Diego
	327539861	Los Angeles, CA
	671659331	Los Angeles, CA
	156395611	San Diego
	635812671	San Diego
	213234931	Chicago
	366498741	San Diego
	148370791	San Diego
	165085191	San Diego, CA
	343371431	San Diego, CA
	259709381	San Diego, CA
	175860311	Los Angeles, CA
	242533071	San Diego, CA
	99046021	San Diego
	148639201	San Diego, CA
	70014821	San Francisco, CA
	149482581	San Diego, CA
	167018852	San Francisco, CA
	424844532	San Francisco, CA
	144788142	Los Angeles, CA
	211549692	Seattle, WA
	203990042	San Francisco
	165200132	San Francisco, CA
	152111332	Chicago
	149540092	Chicago, IL
	149965142	Los Angeles
	325767772	San Francisco
	151848042	Washington, DC
	193418952	San Francisco, CA
	188606312	New York, NY
	142052582	Boston, MA
	694950442	San Francisco, CA
	195664902	San Diego
	716638922	San Francisco, CA
	633502992	San Francisco
	141935582	San Francisco
	750375352	Los Angeles
	234237792	Los Angeles
	172935442	San Francisco
	716065902	San Francisco, CA
	172985323	Seattle, WA
	143895803	San Francisco, CA
	329239813	San Diego
	154737143	Boston, MA
	282395753	Chicago
	216880743	San Diego
	234187783	San Francisco
	89628823	Los Angeles, CA
	171254623	San Francisco
	155194303	San Diego, CA
	495436993	San Diego
	348657473	Seattle, WA
	195705763	Los Angeles
	544342813	Los Angeles
	178858183	New York, NY
	558823403	San Francisco
	202904443	San Francisco, CA
	113471223	San Francisco
	141406173	Los Angeles
	173795473	San Francisco
	401385063	San Francisco, CA
	550270833	San Diego
	686038373	Los Angeles, CA
	162105093	New York
	279341423	San Francisco
	157763813	Los Angeles
	224749103	Atlanta, GA
	208004033	Seattle, WA
	565035133	Boston, MA
	231747273	San Diego
	326544543	San Francisco
	693980533	Boston, MA
	175312053	Los Angeles
	396681973	San Diego, CA
	556194253	Los Angeles
	713030803	Boston, MA
	185219553	San Francisco
	167425383	New York
	156961223	Chicago
	211333733	Los Angeles, CA
	152992353	Los Angeles
	95478223	San Diego, CA
	235024943	San Francisco
	140527983	Los Angeles, CA
	183104783	San Francisco, CA
	231034483	New York
	179816543	New York, NY
	370236933	San Francisco
	583229313	San Francisco
	78276223	San Francisco
	149363593	San Francisco, CA
	417811453	Chicago, IL
	256135853	Los Angeles
	164652313	New York, NY
	179645153	San Francisco, CA
	6734833	San Francisco
	140980943	Los Angeles, CA
	144298843	San Francisco
	7779253	Boston, MA
	181394613	New York
	370283864	San Diego
	754310574	New York
	237256104	San Diego, CA
	286621354	Los Angeles, CA
	568701824	San Diego, CA
	708360594	Los Angeles
	326957514	San Diego
	228855104	San Francisco
	195057494	Los Angeles, CA
	73826324	San Diego
	741454024	New York
	147957294	San Diego, CA
	249718884	San Diego
	352945284	New York, NY
	409659094	San Diego
	324903534	San Francisco, CA
	239860124	San Diego, CA
	180419454	San Diego, CA
	409308684	San Diego
	356612854	San Diego, CA
	161202684	San Diego, CA
	439390914	San Diego, CA
	277825934	San Diego, CA
	184902824	San Diego
	446840894	San Diego
	626418504	Los Angeles
	484699254	San Diego, CA
	22648114	New York
	184180814	San Diego, CA
	95131624	Boston, MA
	410453474	San Diego
	277946884	Los Angeles
	351116084	San Diego
	748773154	San Diego
	107314524	San Diego
	186405554	Boston, MA
	753367564	San Diego
	425490894	San Diego, CA
	614150874	San Diego, CA
	423912724	Los Angeles
	175955724	San Diego
	822694374	San Diego, CA
	887555044	San Diego, CA
	878775904	San Diego
	756138394	Chicago
	250851824	San Diego, CA
	415348494	Washington, DC
	401804664	Los Angeles, CA
	147295894	San Diego
	618821464	Chicago, IL
	29991914	Los Angeles
	331309214	San Diego
	295570034	San Diego, CA
	438084494	Los Angeles, CA
	333426994	San Francisco, CA
	166721304	San Diego
	485342084	San Diego, CA
	172705764	San Diego, CA
	206981024	San Diego
	146346264	New York
	885737354	Los Angeles
	897664634	San Diego, CA
	862514864	Seattle, WA
	736359724	San Diego
	149483014	Los Angeles
	225817284	San Diego, CA
	297738394	San Diego, CA
	327590834	San Diego, CA
	198791364	San Diego, CA
	243753924	New York, NY
	314645624	San Francisco
	196278714	San Diego
	746568714	San Diego, CA
	212781084	San Diego, CA
	133520124	San Diego, CA
	306829994	San Diego, CA
	261620884	San Diego, CA
	298201325	New York
	517130535	Atlanta, GA
	872588355	Seattle, WA
	65468725	Boston, MA
	455748835	San Francisco, CA
	870569035	Chicago
	817289435	San Francisco, CA
	634147115	Chicago, IL
	497531105	Chicago, IL
	404865985	San Francisco, CA
	554809725	Chicago
	779550235	Seattle, WA
	152889035	San Francisco, CA
	680984345	San Francisco
	870303775	San Francisco, CA
	486062535	New York
	7892965	Washington, DC
	172990635	San Francisco, CA
	607411175	San Francisco, CA
	557826205	San Francisco, CA
	497392985	New York, NY
	150096055	San Francisco, CA
	557809895	San Francisco, CA
	557162885	Los Angeles
	549993575	Los Angeles
	249190245	San Francisco
	613300695	Chicago
	375269675	Washington, DC
	164497425	San Francisco, CA
	613030725	Seattle, WA
	590470765	San Francisco
	439648925	San Francisco, CA
	607504655	San Francisco
	607509286	Atlanta
	245914236	Boston, MA
	217988156	Boston, MA
	670556946	Boston, MA
	384817646	Los Angeles
	84806726	Boston, MA
	277162846	Boston, MA
	196083286	New York
	711814036	New York, NY
	382561286	Boston, MA
	225174986	Boston, MA
	601996076	Atlanta
	339221636	Los Angeles
	183543016	Chicago
	367932416	Atlanta, GA
	158685816	Boston, MA
	218406566	Boston, MA
	150804046	Los Angeles
	238499546	Los Angeles, CA
	179113856	San Diego, CA
	189484086	San Francisco, CA
	8908916	Boston, MA
	730360946	Boston, MA
	20815216	Boston, MA
	271150716	Los Angeles
	683048266	Chicago
	152986486	Boston, MA
	202146376	Boston, MA
	260794296	New York
	395464387	San Diego, CA
	248688117	San Diego
	230895577	San Diego, CA
	168912337	San Diego
	280503517	New York
	443698407	San Diego, CA
	929977407	San Diego
	654203587	San Diego, CA
	279062107	San Diego, CA
	304079887	San Diego, CA
	140967037	San Diego, CA
	898397117	San Diego
	281623927	San Francisco, CA
	541686087	San Diego
	184187267	San Diego, CA
	695909707	San Diego, CA
	155358607	San Diego, CA
	206968487	San Diego, CA
	145272347	San Diego, CA
	735688137	New York, NY
	571493887	San Diego
	524868417	San Diego, CA
	693548917	San Diego
	26352417	San Diego, CA
	259686317	San Diego, CA
	156654118	Washington, DC
	180491258	Chicago
	189049078	New York
	283321788	San Francisco
	609694358	New York
	143464978	San Francisco, CA
	20338618	New York
	346249098	New York
	762501508	New York
	656853798	San Francisco, CA
	242512188	New York
	183123158	Los Angeles
	282989778	New York
	142487418	San Francisco, CA
	150990128	New York
	675150868	Boston, MA
	156067278	New York
	164979748	New York
	846892568	Chicago, IL
	206573358	New York, NY
	96418328	Boston, MA
	116956028	San Diego
	149001768	New York
	332150098	New York
	330696188	New York
	591725848	San Francisco
	350075538	San Francisco
	349857608	San Francisco
	193758548	Chicago
	140809238	New York
	503672598	New York, NY
	191195428	Atlanta
	262138798	San Francisco, CA
	418798468	New York, NY
	322261748	New York, NY
	151370608	Los Angeles, CA
	146214208	New York, NY
	80294028	Chicago
	554527978	Chicago
	731987958	San Francisco
	522766768	New York, NY
	792598448	San Francisco
	601384588	San Francisco
	187723558	New York, NY
	153022288	Washington, DC
	141993788	Los Angeles, CA
	795405388	New York, NY
	160436008	Atlanta, GA
	745842578	San Francisco
	140852778	New York, NY
	469754828	New York
	187951128	Seattle, WA
	936886138	New York, NY
	712831748	New York, NY
	172328158	New York
	400011648	San Francisco
	178771228	New York
	206223018	New York, NY
	200774978	New York
	149559088	Los Angeles
	181027408	Los Angeles
	222388588	New York
	173498028	New York, NY
	275883688	Los Angeles
	814599968	New York
	160202548	Washington, DC
	199831188	San Francisco
	6975938	New York, NY
	155661998	New York, NY
	107555428	Boston, MA
	174987358	Los Angeles, CA
	259446648	New York
	863530438	New York, NY
	202655108	Los Angeles
	192548388	New York, NY
	493442238	Los Angeles
	198306308	San Francisco
	671391718	New York, NY
	312272859	San Francisco, CA
	285211419	Chicago
	173668759	Los Angeles
	421015239	San Francisco
	195791159	San Francisco
	179119579	New York, NY
	150662719	San Francisco, CA
	408763249	San Francisco
	180557979	San Francisco, CA
	164818749	Los Angeles, CA
	728706979	New York
	596457749	San Francisco, CA
	145766249	Atlanta, GA
	165504809	Los Angeles
	661424389	Atlanta
	543570279	San Francisco
	247573109	San Francisco
	186418369	San Francisco
	660149939	San Francisco, CA
	798646389	San Francisco
	503838309	San Francisco
	446878689	Los Angeles, CA
	864378859	San Francisco
	142192739	San Francisco
	750939	San Francisco, CA
	176941649	Washington, DC
	200878889	Seattle, WA
	189228879	New York
	510902919	Los Angeles, CA
	181784109	Chicago
	171574309	San Francisco
	60159629	Chicago
	285237699	Los Angeles
	248425659	New York
	202721129	San Diego
	676877119	San Diego, CA
	770034539	Boston, MA
	454820799	Chicago
	179137899	San Francisco
	180591049	San Francisco
	84168329	San Francisco, CA
	440537539	New York
	812942959	San Francisco
	222206779	Atlanta
	301415699	Los Angeles
	157706489	San Diego, CA
	159996449	San Francisco, CA
	198539	San Francisco
	179481209	Seattle, WA
	127674929	Los Angeles, CA
	151856219	Chicago
	621382119	San Diego, CA
	157080879	Washington, DC
	195439879	Los Angeles, CA
	8112609	San Francisco
	145938519	San Francisco
	208291729	New York
	610706469	Los Angeles, CA
	2096178810	Atlanta
	3849325010	San Francisco, CA
	6074468710	Chicago
	2120782110	New York, NY
	1894872810	Los Angeles, CA
	2570941210	New York
	1757912410	New York
	4718349110	Los Angeles
	1980617910	Los Angeles
	2211740510	New York
	3554106010	Los Angeles
	551743210	New York
	2334614210	New York, NY
	1727276610	New York
	1461099710	Washington, DC
	1531092110	Atlanta, GA
	2127865910	San Francisco, CA
	5809044410	Seattle, WA
	1833853810	New York
	1075530210	Los Angeles
	4574765910	Los Angeles
	3419295910	New York
	3653976810	Boston, MA
	3125202210	Boston, MA
	8701639410	Los Angeles, CA
	5071362711	Los Angeles
	6977760111	Los Angeles, CA
	3006214211	San Diego, CA
	8364726211	Washington, DC
	2398484311	San Diego
	3363721111	Los Angeles, CA
	3957046711	San Diego
	2029867211	San Diego, CA
	3561699011	San Diego
	1734502111	Boston, MA
	5344108111	San Diego, CA
	1896207811	San Diego, CA
	1658732211	Los Angeles, CA
	2059955511	Chicago, IL
	1499893811	Los Angeles
	2616697811	Los Angeles, CA
	1864723312	Atlanta, GA
	2121565412	Atlanta
	6896859412	San Francisco
	2744555512	New York
	8725746212	Chicago, IL
	608690212	New York
	1929136712	San Francisco
	67606312	Washington, DC
	162699112	San Francisco
	1409771012	Chicago
	29640056
